"timestamp","batch_id","day","channel","lead_id","business_name","template_id","send_status","delivery_status","open_status","reply_status","positive_reply","unsubscribe","complaint","bounce_type","suppressed","send_window_start","send_window_end","timezone","gate_lock","dispatch_lock","auto_send_enabled","followup_24h_at","followup_72h_at","followup_7d_at","notes"
"2026-03-02T16:00:00-08:00","BATCH-A-P1","1","email","gpass-pnw-219","A Better Roofing Company","next-queued-email-assets-2026-03-02-batch3.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-03T16:00:00-08:00","2026-03-05T16:00:00-08:00","2026-03-09T16:00:00-08:00","asset=next-queued-email-assets-2026-03-02-batch3.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-02T16:20:00-08:00","BATCH-B-P2","1","email","gpass-pnw-216","Top Notch Lawns & Landscaping","next-queued-email-assets-2026-03-02-batch2.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-03T16:20:00-08:00","2026-03-05T16:20:00-08:00","2026-03-09T16:20:00-08:00","asset=next-queued-email-assets-2026-03-02-batch2.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-02T16:25:00-08:00","BATCH-B-P2","1","email","gpass-wa-205","Nasim Landscape","top-queued-email-assets-2026-03-02.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-03T16:25:00-08:00","2026-03-05T16:25:00-08:00","2026-03-09T16:25:00-08:00","asset=top-queued-email-assets-2026-03-02.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-02T16:30:00-08:00","BATCH-B-P2","1","email","gpass-pnw-209","Fitzpatrick Fence & Rail","next-queued-email-assets-2026-03-02-batch2.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-03T16:30:00-08:00","2026-03-05T16:30:00-08:00","2026-03-09T16:30:00-08:00","asset=next-queued-email-assets-2026-03-02-batch2.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-02T16:35:00-08:00","BATCH-B-P2","1","email","gpass-pnw-215","Seattle Pros LLC","next-queued-email-assets-2026-03-02-batch2.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-03T16:35:00-08:00","2026-03-05T16:35:00-08:00","2026-03-09T16:35:00-08:00","asset=next-queued-email-assets-2026-03-02-batch2.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-02T16:40:00-08:00","BATCH-B-P2","1","email","gpass-pnw-210","Elite Metal Roofing LLC","next-queued-email-assets-2026-03-02-batch2.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-03T16:40:00-08:00","2026-03-05T16:40:00-08:00","2026-03-09T16:40:00-08:00","asset=next-queued-email-assets-2026-03-02-batch2.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-02T16:45:00-08:00","BATCH-B-P2","1","email","gpass-pnw-217","McKenzie Roofing Inc.","next-queued-email-assets-2026-03-02-batch2.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-03T16:45:00-08:00","2026-03-05T16:45:00-08:00","2026-03-09T16:45:00-08:00","asset=next-queued-email-assets-2026-03-02-batch2.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-02T16:50:00-08:00","BATCH-B-P2","1","email","gpass-wa-206","Aden Landscaping","top-queued-email-assets-2026-03-02.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-03T16:50:00-08:00","2026-03-05T16:50:00-08:00","2026-03-09T16:50:00-08:00","asset=top-queued-email-assets-2026-03-02.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-02T16:55:00-08:00","BATCH-B-P2","1","email","gpass-pnw-211","Boise Landscaping and Lawn Care","next-queued-email-assets-2026-03-02-batch2.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-03T16:55:00-08:00","2026-03-05T16:55:00-08:00","2026-03-09T16:55:00-08:00","asset=next-queued-email-assets-2026-03-02-batch2.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-02T17:00:00-08:00","BATCH-B-P2","1","email","gpass-pnw-218","Pro Fence Solutions","next-queued-email-assets-2026-03-02-batch2.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-03T17:00:00-08:00","2026-03-05T17:00:00-08:00","2026-03-09T17:00:00-08:00","asset=next-queued-email-assets-2026-03-02-batch2.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-03T09:00:00-08:00","BATCH-B-P2","1","email","gpass-pnw-212","American Lawn Care Idaho","next-queued-email-assets-2026-03-02-batch2.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:00:00-08:00","2026-03-06T09:00:00-08:00","2026-03-10T09:00:00-08:00","asset=next-queued-email-assets-2026-03-02-batch2.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-03T09:05:00-08:00","BATCH-C-P1","1","email","gpass-pnw-230","Neighborly Fencing","next-queued-email-assets-2026-03-02-batch5.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:05:00-08:00","2026-03-06T09:05:00-08:00","2026-03-10T09:05:00-08:00","asset=next-queued-email-assets-2026-03-02-batch5.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-03T09:10:00-08:00","BATCH-C-P1","1","email","gpass-pnw-238","20/20 Exteriors","next-queued-email-assets-2026-03-02-batch5.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:10:00-08:00","2026-03-06T09:10:00-08:00","2026-03-10T09:10:00-08:00","asset=next-queued-email-assets-2026-03-02-batch5.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-03T09:15:00-08:00","BATCH-C-P1","1","email","gpass-pnw-231","The Portland Handyman","next-queued-email-assets-2026-03-02-batch5.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:15:00-08:00","2026-03-06T09:15:00-08:00","2026-03-10T09:15:00-08:00","asset=next-queued-email-assets-2026-03-02-batch5.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-03T09:20:00-08:00","BATCH-C-P1","1","email","gpass-pnw-232","Ryan Hall Handyman and Construction Services, LLC","next-queued-email-assets-2026-03-02-batch5.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:20:00-08:00","2026-03-06T09:20:00-08:00","2026-03-10T09:20:00-08:00","asset=next-queued-email-assets-2026-03-02-batch5.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-03T09:25:00-08:00","BATCH-D-P2","1","email","gpass-pnw-233","Hard Rock Fencing","next-queued-email-assets-2026-03-02-batch6.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:25:00-08:00","2026-03-06T09:25:00-08:00","2026-03-10T09:25:00-08:00","asset=next-queued-email-assets-2026-03-02-batch6.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-03T09:30:00-08:00","BATCH-D-P2","1","email","gpass-pnw-240","Legacy Roofing","next-queued-email-assets-2026-03-02-batch6.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:30:00-08:00","2026-03-06T09:30:00-08:00","2026-03-10T09:30:00-08:00","asset=next-queued-email-assets-2026-03-02-batch6.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-03T09:35:00-08:00","BATCH-D-P2","1","email","gpass-pnw-234","Washington Fencing and Construction, LLC","next-queued-email-assets-2026-03-02-batch6.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:35:00-08:00","2026-03-06T09:35:00-08:00","2026-03-10T09:35:00-08:00","asset=next-queued-email-assets-2026-03-02-batch6.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-03T09:40:00-08:00","BATCH-D-P2","1","email","gpass-pnw-235","Valley Roofing Services","next-queued-email-assets-2026-03-02-batch6.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:40:00-08:00","2026-03-06T09:40:00-08:00","2026-03-10T09:40:00-08:00","asset=next-queued-email-assets-2026-03-02-batch6.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-03T09:45:00-08:00","BATCH-D-P2","1","email","gpass-pnw-236","BEST Roofing & Waterproofing","next-queued-email-assets-2026-03-02-batch6.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:45:00-08:00","2026-03-06T09:45:00-08:00","2026-03-10T09:45:00-08:00","asset=next-queued-email-assets-2026-03-02-batch6.md;approval=pending_main_agent_approval;verification=verified_email_phone"
"2026-03-03T09:00:00-08:00","BATCH-E-WAVE4","1","email","wave4-051","Rain City Rooter & Plumbing","next-queued-email-assets-2026-03-03-batch58.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:00:00-08:00","2026-03-06T09:00:00-08:00","2026-03-10T09:00:00-08:00","asset=next-queued-email-assets-2026-03-03-batch58.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T09:05:00-08:00","BATCH-E-WAVE4","1","email","wave4-052","Bellevue Water Heater Pros","next-queued-email-assets-2026-03-03-batch58.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:05:00-08:00","2026-03-06T09:05:00-08:00","2026-03-10T09:05:00-08:00","asset=next-queued-email-assets-2026-03-03-batch58.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T09:10:00-08:00","BATCH-E-WAVE4","1","email","wave4-053","Tacoma Emergency Plumbing Team","next-queued-email-assets-2026-03-03-batch58.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:10:00-08:00","2026-03-06T09:10:00-08:00","2026-03-10T09:10:00-08:00","asset=next-queued-email-assets-2026-03-03-batch58.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T09:15:00-08:00","BATCH-E-WAVE4","1","email","wave4-054","South Sound Drain & Sewer","next-queued-email-assets-2026-03-03-batch58.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:15:00-08:00","2026-03-06T09:15:00-08:00","2026-03-10T09:15:00-08:00","asset=next-queued-email-assets-2026-03-03-batch58.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T09:20:00-08:00","BATCH-E-WAVE4","1","email","wave4-055","Spokane Rooter & Pipe Repair","next-queued-email-assets-2026-03-03-batch58.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:20:00-08:00","2026-03-06T09:20:00-08:00","2026-03-10T09:20:00-08:00","asset=next-queued-email-assets-2026-03-03-batch58.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T09:25:00-08:00","BATCH-E-WAVE4","1","email","wave4-056","Inland Northwest Plumbing Co","next-queued-email-assets-2026-03-03-batch58.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:25:00-08:00","2026-03-06T09:25:00-08:00","2026-03-10T09:25:00-08:00","asset=next-queued-email-assets-2026-03-03-batch58.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T09:30:00-08:00","BATCH-E-WAVE4","1","email","wave4-057","Drain Pros","next-queued-email-assets-2026-03-03-batch58.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:30:00-08:00","2026-03-06T09:30:00-08:00","2026-03-10T09:30:00-08:00","asset=next-queued-email-assets-2026-03-03-batch58.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T09:35:00-08:00","BATCH-E-WAVE4","1","email","wave4-058","Plumber of Phoenix","next-queued-email-assets-2026-03-03-batch58.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:35:00-08:00","2026-03-06T09:35:00-08:00","2026-03-10T09:35:00-08:00","asset=next-queued-email-assets-2026-03-03-batch58.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T09:40:00-08:00","BATCH-E-WAVE4","1","email","wave4-059","Emergency Plumbing","next-queued-email-assets-2026-03-03-batch58.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:40:00-08:00","2026-03-06T09:40:00-08:00","2026-03-10T09:40:00-08:00","asset=next-queued-email-assets-2026-03-03-batch58.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T09:45:00-08:00","BATCH-E-WAVE4","1","email","wave4-060","Plumbing Response Team","next-queued-email-assets-2026-03-03-batch58.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:45:00-08:00","2026-03-06T09:45:00-08:00","2026-03-10T09:45:00-08:00","asset=next-queued-email-assets-2026-03-03-batch58.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T09:50:00-08:00","BATCH-F-WAVE5","1","email","wave4-061","AZ Emergency Plumbing","next-queued-email-assets-2026-03-03-batch59.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:50:00-08:00","2026-03-06T09:50:00-08:00","2026-03-10T09:50:00-08:00","asset=next-queued-email-assets-2026-03-03-batch59.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T09:55:00-08:00","BATCH-F-WAVE5","1","email","wave4-062","Quick Fix 24/7","next-queued-email-assets-2026-03-03-batch59.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T09:55:00-08:00","2026-03-06T09:55:00-08:00","2026-03-10T09:55:00-08:00","asset=next-queued-email-assets-2026-03-03-batch59.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T10:00:00-08:00","BATCH-F-WAVE5","1","email","wave4-063","The Plumber","next-queued-email-assets-2026-03-03-batch59.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T10:00:00-08:00","2026-03-06T10:00:00-08:00","2026-03-10T10:00:00-08:00","asset=next-queued-email-assets-2026-03-03-batch59.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T10:05:00-08:00","BATCH-F-WAVE5","1","email","wave4-064","Paradise Valley Plumbing","next-queued-email-assets-2026-03-03-batch59.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T10:05:00-08:00","2026-03-06T10:05:00-08:00","2026-03-10T10:05:00-08:00","asset=next-queued-email-assets-2026-03-03-batch59.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T10:10:00-08:00","BATCH-F-WAVE5","1","email","wave4-065","Golden Gate Emergency Plumbing","next-queued-email-assets-2026-03-03-batch59.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T10:10:00-08:00","2026-03-06T10:10:00-08:00","2026-03-10T10:10:00-08:00","asset=next-queued-email-assets-2026-03-03-batch59.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T10:15:00-08:00","BATCH-F-WAVE5","1","email","wave4-066","Bay Area Drain & Rooter","next-queued-email-assets-2026-03-03-batch59.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T10:15:00-08:00","2026-03-06T10:15:00-08:00","2026-03-10T10:15:00-08:00","asset=next-queued-email-assets-2026-03-03-batch59.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T10:20:00-08:00","BATCH-F-WAVE5","1","email","wave4-067","Mission District Plumbing Co","next-queued-email-assets-2026-03-03-batch59.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T10:20:00-08:00","2026-03-06T10:20:00-08:00","2026-03-10T10:20:00-08:00","asset=next-queued-email-assets-2026-03-03-batch59.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T10:25:00-08:00","BATCH-F-WAVE5","1","email","wave4-068","Peninsula Water Heater Pros","next-queued-email-assets-2026-03-03-batch59.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T10:25:00-08:00","2026-03-06T10:25:00-08:00","2026-03-10T10:25:00-08:00","asset=next-queued-email-assets-2026-03-03-batch59.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T10:30:00-08:00","BATCH-F-WAVE5","1","email","wave4-069","South Bay Leak Detection","next-queued-email-assets-2026-03-03-batch59.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T10:30:00-08:00","2026-03-06T10:30:00-08:00","2026-03-10T10:30:00-08:00","asset=next-queued-email-assets-2026-03-03-batch59.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T10:35:00-08:00","BATCH-F-WAVE5","1","email","wave4-070","Silicon Valley Rooter & Plumbing","next-queued-email-assets-2026-03-03-batch59.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T10:35:00-08:00","2026-03-06T10:35:00-08:00","2026-03-10T10:35:00-08:00","asset=next-queued-email-assets-2026-03-03-batch59.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T10:40:00-08:00","BATCH-G-WAVE5","1","email","wave4-071","East Bay Emergency Plumbers","next-queued-email-assets-2026-03-03-batch60.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T10:40:00-08:00","2026-03-06T10:40:00-08:00","2026-03-10T10:40:00-08:00","asset=next-queued-email-assets-2026-03-03-batch60.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T10:45:00-08:00","BATCH-G-WAVE5","1","email","wave4-072","Oakland Drain & Sewer Experts","next-queued-email-assets-2026-03-03-batch60.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T10:45:00-08:00","2026-03-06T10:45:00-08:00","2026-03-10T10:45:00-08:00","asset=next-queued-email-assets-2026-03-03-batch60.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T10:50:00-08:00","BATCH-G-WAVE5","1","email","wave4-073","Liberty Bell Plumbing & Drain","next-queued-email-assets-2026-03-03-batch60.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T10:50:00-08:00","2026-03-06T10:50:00-08:00","2026-03-10T10:50:00-08:00","asset=next-queued-email-assets-2026-03-03-batch60.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T10:55:00-08:00","BATCH-G-WAVE5","1","email","wave4-074","Philly Leak Detection Pros","next-queued-email-assets-2026-03-03-batch60.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T10:55:00-08:00","2026-03-06T10:55:00-08:00","2026-03-10T10:55:00-08:00","asset=next-queued-email-assets-2026-03-03-batch60.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T11:00:00-08:00","BATCH-G-WAVE5","1","email","wave4-075","Keystone Rooter & Plumbing","next-queued-email-assets-2026-03-03-batch60.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T11:00:00-08:00","2026-03-06T11:00:00-08:00","2026-03-10T11:00:00-08:00","asset=next-queued-email-assets-2026-03-03-batch60.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T11:05:00-08:00","BATCH-G-WAVE5","1","email","wave4-076","Steel City Emergency Plumbing","next-queued-email-assets-2026-03-03-batch60.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T11:05:00-08:00","2026-03-06T11:05:00-08:00","2026-03-10T11:05:00-08:00","asset=next-queued-email-assets-2026-03-03-batch60.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T11:10:00-08:00","BATCH-G-WAVE5","1","email","wave4-077","Motor City Drain & Sewer","next-queued-email-assets-2026-03-03-batch60.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T11:10:00-08:00","2026-03-06T11:10:00-08:00","2026-03-10T11:10:00-08:00","asset=next-queued-email-assets-2026-03-03-batch60.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T11:15:00-08:00","BATCH-G-WAVE5","1","email","wave4-078","Detroit Water Heater Specialists","next-queued-email-assets-2026-03-03-batch60.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T11:15:00-08:00","2026-03-06T11:15:00-08:00","2026-03-10T11:15:00-08:00","asset=next-queued-email-assets-2026-03-03-batch60.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
"2026-03-03T11:20:00-08:00","BATCH-G-WAVE5","1","email","wave4-079","Twin Cities Plumbing Response","next-queued-email-assets-2026-03-03-batch60.md","queued","pending","none","none","no","no","no","none","no","09:00","17:00","America/Los_Angeles","manual_approval_required","true","false","2026-03-04T11:20:00-08:00","2026-03-06T11:20:00-08:00","2026-03-10T11:20:00-08:00","asset=next-queued-email-assets-2026-03-03-batch60.md;approval=pending_main_agent_approval;verification=pending_contact_enrichment"
